Enrollmentno,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10
E5858,C9670-CSE,C4000-IT,C9080-IT,C4083-EC,C6679-ME,C9769-EC,C5583-EC,C2002-EE,C1648-CH,C9038-CH
E8860,C1648-IT,C9143-CSE,C7479-ME,C9356-ME,C4650-EC,C4953-EC,C4922-ME,C8772-IC,C6416-ICT,C2642-EE
E3092,C9739-IT,C5019-IT,C8198-EC,C9080-ME,C7151-EC,C3973-ME,C9416-EC,C5532-ICT,C2558-IC,C1674-ICT
E3763,C2511-IT,C7343-IT,C6525-ME,C3900-ME,C7937-EC,C6792-EC,C2051-EC,C6706-IC,C5302-EE,C3900-CH
E9872,C2921-CSE,C9590-CSE,C4953-CSE,C9769-EC,C5583-ME,C3971-ME,C2165-EC,C7748-ICT,C1282-ICT,C4953-EE
E1138,C2921-CSE,C4566-CSE,C9356-ME,C2458-EC,C7906-ME,C3973-ME,C2921-ME,C7198-EE,C9143-EE,C7128-ICT
E6638,C3305-IT,C8772-CSE,C5588-IT,C5207-ME,C9670-EC,C8403-EC,C6301-ME,C9739-ICT,C4695-CH,C6706-CH
E5131,C9670-ME,C1899-IT,C2342-ME,C3397-EC,C7937-ME,C1648-ME,C5583-ME,C2547-EE,C9590-IC,C2458-ICT
E9915,C7128-IT,C3799-CSE,C2642-IT,C4566-ME,C9038-EC,C9416-ME,C3305-ME,C9416-EE,C3397-IC,C9846-EE
E5635,C4695-IT,C9225-ME,C2996-IT,C9670-ME,C7071-ME,C4070-ME,C3971-EC,C7937-EE,C4852-EE,C8198-EE
E5226,C9080-CSE,C7479-CSE,C2642-EC,C9277-ME,C2996-ME,C8200-ME,C3998-ME,C5207-IC,C5989-EE,C5532-ICT
E9727,C4695-IT,C3971-CSE,C5588-IT,C2547-ME,C5583-ME,C4083-EC,C9277-EC,C8426-ICT,C5848-IC,C6792-CH
E5731,C9751-ME,C9751-IT,C7128-IT,C8813-EC,C2558-EC,C6698-ME,C2458-EC,C5479-ICT,C2458-ICT,C8743-CH
E6969,C4070-ME,C6525-ME,C1899-ME,C9356-ME,C2921-EC,C9846-ME,C5848-EC,C4000-ICT,C5302-ICT,C2511-ICT
E8255,C9739-IT,C5132-IT,C8852-CSE,C1899-ME,C1902-ME,C2558-EC,C7748-EC,C7951-CH,C1648-ICT,C3998-ICT
E9119,C9080-CSE,C2547-ME,C1648-EC,C1961-ME,C7748-EC,C3998-ME,C2051-ME,C2996-ICT,C1961-EE,C8611-ICT
E1699,C8611-ME,C2051-CSE,C7128-EC,C8198-EC,C6073-ME,C1745-EC,C9277-EC,C8203-IC,C6792-CH,C7134-ICT
E6732,C6301-CSE,C4070-CSE,C6706-ME,C9769-EC,C5132-EC,C6416-ME,C6792-ME,C2458-CH,C4515-ICT,C8198-IC
E8104,C4953-CSE,C2996-CSE,C2002-EC,C9356-EC,C1648-EC,C3232-ME,C5019-EC,C6792-EE,C2062-IC,C7748-IC
E4972,C7071-ME,C9277-IT,C9590-ME,C4650-ME,C5588-ME,C9080-EC,C9277-EC,C2921-IC,C3305-IC,C8426-IC
E0270,C1899-ME,C8198-ME,C9590-ME,C2002-EC,C2547-ME,C8611-ME,C1961-EC,C8813-IC,C8200-ICT,C9416-ICT
E8900,C9670-CSE,C8203-ME,C2511-EC,C3305-EC,C9846-ME,C2051-EC,C7128-EC,C3305-EE,C5724-EE,C6706-CH
E6866,C8198-CSE,C6792-IT,C1899-CSE,C6416-ME,C7343-ME,C3971-EC,C3397-ME,C1674-ICT,C9670-IC,C7134-CH
E1523,C1961-ME,C4070-CSE,C3305-ME,C2458-EC,C4566-ME,C3998-EC,C6698-ME,C5207-ICT,C8200-ICT,C5532-EE
E1557,C5588-ME,C8405-IT,C9590-EC,C7479-ME,C2642-EC,C7937-EC,C8405-EC,C6416-ICT,C7343-ICT,C8203-ICT
E4276,C2558-IT,C2000-ME,C6792-ME,C4566-ME,C2342-ME,C7906-ME,C1899-EC,C2996-IC,C9896-EE,C9670-EE
E7524,C7479-CSE,C8403-IT,C8813-CSE,C8813-EC,C9080-ME,C5602-EC,C4695-ME,C8198-EE,C5717-IC,C1899-EE
E5470,C1902-IT,C9225-IT,C2642-ME,C7343-EC,C9277-EC,C9356-ME,C2511-EC,C9896-IC,C2458-CH,C8772-IC
E6520,C9277-IT,C1282-IT,C8198-ME,C7128-ME,C6416-ME,C2051-ME,C4070-ME,C7071-EE,C9590-CH,C6073-IC
E8952,C7937-ME,C2921-IT,C5848-EC,C9739-ME,C2000-ME,C3397-EC,C9143-ME,C4922-IC,C5717-IC,C7937-IC
E4910,C4566-CSE,C6792-ME,C9769-CSE,C2165-ME,C8611-ME,C3998-ME,C2002-ME,C5207-ICT,C3397-ICT,C7151-ICT
E5721,C1648-ME,C8772-ME,C9143-ME,C1745-EC,C9590-ME,C3397-ME,C7343-ME,C6073-IC,C2642-CH,C8813-ICT
E2188,C3971-CSE,C2558-CSE,C9896-EC,C4885-EC,C3998-EC,C9356-EC,C2002-EC,C3973-EE,C4650-ICT,C5583-IC
E2034,C5479-CSE,C9277-CSE,C8426-EC,C7151-ME,C4070-ME,C6679-ME,C1961-EC,C5049-EE,C5302-EE,C8852-CH
E9018,C4695-IT,C1899-IT,C1282-ME,C3397-ME,C4953-ME,C5989-EC,C1961-EC,C9143-ICT,C5588-ICT,C6679-CH
E4957,C8203-CSE,C8426-ME,C1282-ME,C1899-ME,C2558-ME,C7906-ME,C9557-ME,C6679-CH,C7937-CH,C2511-ICT
E8173,C2062-CSE,C4953-ME,C1902-IT,C8403-EC,C4070-ME,C1745-ME,C3305-ME,C8198-ICT,C1902-EE,C8772-EE
E8985,C9769-CSE,C7951-CSE,C8743-EC,C5989-ME,C7466-EC,C2996-EC,C7151-ME,C9277-IC,C9416-CH,C9896-CH
E5050,C2051-IT,C5302-IT,C7479-ME,C5602-ME,C8426-EC,C2547-ME,C3397-EC,C8403-EE,C9751-ICT,C8198-EE
E0429,C5989-CSE,C2000-ME,C6698-ME,C3305-ME,C9590-EC,C5583-ME,C5302-ME,C2511-ICT,C6073-ICT,C8611-ICT
E6404,C7479-CSE,C6301-ME,C2558-ME,C7479-ME,C9590-ME,C2051-EC,C5019-ME,C8198-IC,C9143-CH,C4695-ICT
E4825,C8198-CSE,C4852-ME,C8200-EC,C9277-EC,C9739-ME,C9896-EC,C7479-ME,C5532-CH,C5207-EE,C5602-IC
E7611,C5532-CSE,C5588-ME,C8203-ME,C2062-ME,C3305-ME,C5019-ME,C2342-EC,C5989-IC,C9356-CH,C5848-ICT
E8112,C7128-CSE,C3397-CSE,C8813-CSE,C1899-EC,C3397-ME,C9896-ME,C7151-EC,C1648-IC,C7128-CH,C8200-EE
E0515,C6073-ME,C1282-ME,C9739-CSE,C3799-EC,C7951-ME,C1902-ME,C7071-ME,C1674-IC,C6525-ICT,C5207-ICT
E2128,C8200-CSE,C8203-CSE,C1745-EC,C3232-EC,C5302-EC,C7198-ME,C2558-ME,C1282-CH,C7151-ICT,C8743-EE
E9263,C9739-ME,C6706-IT,C7071-CSE,C6073-EC,C8813-EC,C6792-EC,C8772-EC,C9277-CH,C3973-IC,C6416-EE
E7103,C3305-IT,C8743-CSE,C8611-ME,C3971-ME,C2342-EC,C2342-ME,C6073-EC,C2458-IC,C5724-CH,C8203-CH
E4107,C9751-IT,C8772-ME,C2996-CSE,C8405-ME,C8200-ME,C9038-EC,C7151-ME,C8200-IC,C8772-EE,C8426-CH
E6546,C3973-IT,C1899-IT,C9120-ME,C6792-ME,C9080-ME,C1648-ME,C1648-EC,C9225-IC,C6301-EE,C8426-EE
E1884,C7198-CSE,C7748-ME,C2921-CSE,C2000-ME,C5583-ME,C2458-EC,C8203-ME,C9143-ICT,C2002-EE,C9769-CH
E0856,C7466-ME,C5588-IT,C2511-ME,C7134-ME,C1902-ME,C4566-ME,C6073-ME,C7128-IC,C7343-ICT,C8203-EE
E2820,C2051-IT,C7134-IT,C9846-IT,C4083-ME,C5848-EC,C8200-ME,C9846-ME,C4070-ICT,C8772-IC,C5532-ICT
E7760,C4695-ME,C8743-IT,C8198-EC,C9751-ME,C9416-ME,C1899-EC,C7128-ME,C2458-CH,C5049-IC,C4922-ICT
E2296,C2342-IT,C9080-ME,C9080-EC,C7937-EC,C8743-EC,C9143-ME,C1899-ME,C3973-IC,C7906-CH,C6416-CH
E7990,C2051-CSE,C2000-IT,C4650-ME,C2002-EC,C8200-EC,C2558-ME,C9769-EC,C5583-EE,C2342-EE,C2511-ICT
E7638,C2511-ME,C5479-IT,C1899-EC,C7748-ME,C8200-ME,C8743-EC,C8405-EC,C2165-ICT,C5717-CH,C9557-CH
E6362,C5532-CSE,C5602-ME,C7466-EC,C9751-ME,C9120-ME,C3998-EC,C6416-ME,C2062-IC,C5019-IC,C9590-ICT
E3153,C4566-ME,C6416-ME,C2547-CSE,C3305-EC,C8200-EC,C2051-ME,C2165-ME,C4515-EE,C1899-IC,C7128-ICT
E3557,C4070-CSE,C9846-CSE,C1282-ME,C1648-EC,C7479-ME,C4515-EC,C6706-ME,C2051-CH,C6792-CH,C5989-ICT
E0662,C6679-ME,C2921-ME,C2002-IT,C2996-EC,C3397-EC,C1902-EC,C4070-ME,C8852-EE,C1961-ICT,C2921-IC
E7726,C4695-IT,C6073-ME,C2051-CSE,C3971-ME,C6792-EC,C4953-EC,C6792-ME,C6792-CH,C5532-CH,C8772-CH
E6265,C9846-ME,C5583-IT,C6792-IT,C7071-ME,C5132-EC,C8611-ME,C4852-ME,C9416-EE,C9670-IC,C2342-EE
E9241,C8405-IT,C2002-IT,C4953-CSE,C7466-ME,C5989-EC,C2165-EC,C3305-ME,C8405-ICT,C7134-CH,C7906-EE
E4603,C5588-CSE,C2002-ME,C8200-EC,C9846-ME,C6073-EC,C1899-ME,C9590-ME,C2511-IC,C6416-CH,C1282-IC
E5941,C4852-CSE,C7128-CSE,C4566-ME,C5019-ME,C1745-EC,C2051-ME,C4695-ME,C4515-ICT,C5019-IC,C2511-ICT
E2356,C1961-ME,C5532-ME,C5207-IT,C8203-ME,C6525-EC,C6679-ME,C5532-ME,C4566-ICT,C4000-CH,C7951-CH
E0185,C5583-IT,C7479-IT,C2002-EC,C4695-ME,C2051-ME,C5207-EC,C5049-ME,C3900-IC,C6706-CH,C4885-CH
E1070,C4650-IT,C1282-ME,C6679-ME,C2921-EC,C1961-EC,C5848-ME,C7151-EC,C7071-EE,C9416-CH,C5724-EE
E3220,C2051-CSE,C7748-IT,C9080-ME,C2921-ME,C2921-ME,C9080-ME,C9751-ME,C9739-EE,C8772-IC,C9277-CH
E8125,C8743-ME,C1902-ME,C4650-ME,C6792-EC,C9896-ME,C9225-ME,C9080-EC,C3305-ICT,C1961-EE,C9120-ICT
E2003,C9277-ME,C5989-CSE,C1961-ME,C5848-EC,C2165-EC,C3232-EC,C3998-ME,C3971-ICT,C1648-CH,C9739-ICT
E7015,C3973-ME,C8426-ME,C9080-IT,C1648-ME,C2642-ME,C4650-EC,C9896-EC,C9846-ICT,C8813-EE,C6525-CH
E8629,C7479-IT,C3397-IT,C2511-ME,C4650-ME,C8403-EC,C9356-ME,C9143-ME,C7151-ICT,C9225-CH,C9739-EE
E7936,C3998-IT,C9080-IT,C7937-ME,C4922-ME,C2342-ME,C9751-ME,C3232-EC,C8852-EE,C3232-EE,C4083-ICT
E2676,C4922-IT,C9670-ME,C2547-ME,C3971-ME,C9356-ME,C8203-ME,C8611-ME,C6792-EE,C2996-CH,C8743-CH
E6700,C9038-CSE,C5989-ME,C9896-ME,C3900-ME,C4922-EC,C2458-EC,C2996-EC,C8405-IC,C7479-EE,C5588-CH
E3236,C2062-IT,C4885-CSE,C2558-ME,C5132-EC,C2051-ME,C5583-ME,C4852-ME,C7128-IC,C6416-EE,C9120-IC
E5400,C2921-ME,C1648-CSE,C4852-ME,C8405-EC,C3397-EC,C2642-EC,C4070-EC,C5132-IC,C5583-EE,C3232-EE
E2932,C4566-ME,C9143-ME,C4515-EC,C9739-ME,C9751-ME,C8203-ME,C6525-ME,C5602-EE,C6301-EE,C7134-IC
E4083,C4070-CSE,C5588-IT,C1282-ME,C7748-EC,C9356-ME,C3305-EC,C3900-ME,C5724-ICT,C7071-EE,C2996-CH
E0871,C2996-IT,C7343-IT,C5602-IT,C3397-EC,C5602-ME,C6525-EC,C6073-EC,C5479-ICT,C2051-EE,C2921-EE
E2812,C5479-IT,C5207-CSE,C7951-ME,C9277-EC,C7071-ME,C8772-EC,C3397-EC,C3397-ICT,C2642-CH,C5989-ICT
E6036,C4695-ME,C5588-IT,C4885-CSE,C3397-ME,C5989-EC,C2002-ME,C2002-ME,C5848-ICT,C1961-CH,C5848-ICT
E6932,C4515-IT,C2165-CSE,C9590-CSE,C1282-ME,C9080-ME,C4070-ME,C6706-ME,C8426-CH,C7134-CH,C8198-CH
E6394,C5583-CSE,C9670-CSE,C7748-EC,C6792-EC,C5019-EC,C5602-ME,C8426-EC,C2342-ICT,C3900-IC,C3305-EE
E3572,C2558-CSE,C5019-CSE,C9277-CSE,C9590-ME,C4953-ME,C4885-EC,C9120-ME,C2547-EE,C1961-CH,C4650-ICT
E9401,C4695-CSE,C5989-ME,C8426-ME,C9670-EC,C2342-EC,C5989-EC,C5848-ME,C5019-IC,C1674-CH,C2642-IC
E7349,C9670-CSE,C5019-CSE,C6301-CSE,C4650-EC,C3397-ME,C5588-ME,C9769-EC,C7466-CH,C6073-EE,C2458-CH
E1449,C4852-ME,C7937-ME,C8772-EC,C2062-ME,C6706-ME,C5583-ME,C4953-EC,C8405-EE,C2547-ICT,C2642-ICT
E0604,C5532-ME,C8852-CSE,C5019-EC,C6073-ME,C7134-ME,C4695-ME,C2342-EC,C1961-EE,C5989-EE,C6679-CH
E8111,C6416-ME,C2558-CSE,C9739-IT,C8403-EC,C3305-EC,C7128-EC,C7343-EC,C2642-ICT,C3998-ICT,C8813-CH
E7853,C6073-IT,C5302-CSE,C5019-ME,C8200-EC,C7479-ME,C7906-ME,C3397-EC,C9143-ICT,C6416-EE,C5588-CH
E6558,C9356-CSE,C9590-IT,C7198-ME,C9670-ME,C9143-EC,C8426-ME,C9416-EC,C7937-IC,C2062-EE,C3799-CH
E9681,C7071-CSE,C3998-ME,C8743-ME,C5132-EC,C3900-EC,C8198-EC,C7343-EC,C5132-IC,C6416-IC,C9143-CH
E8967,C6792-IT,C8743-ME,C9143-ME,C5989-EC,C4885-EC,C3971-EC,C3232-EC,C2558-EE,C4515-IC,C8405-IC
E1764,C9277-IT,C7343-IT,C6301-ME,C1902-ME,C3305-EC,C2458-EC,C4922-EC,C6525-ICT,C2062-ICT,C8852-CH
E4930,C8198-ME,C7748-ME,C3799-CSE,C6706-EC,C4650-ME,C9896-EC,C5602-ME,C1282-CH,C5049-IC,C3397-IC
E5750,C9896-CSE,C5302-IT,C2165-CSE,C8743-EC,C8743-EC,C9751-EC,C6525-EC,C7128-CH,C7951-EE,C2921-CH
E8491,C3232-ME,C6698-CSE,C2996-ME,C9590-EC,C5989-EC,C4566-ME,C4000-EC,C6525-ICT,C8743-IC,C4070-IC
E7545,C1648-CSE,C4852-CSE,C5132-EC,C4070-EC,C9120-ME,C2558-EC,C7466-EC,C7071-IC,C9080-IC,C8200-CH
E4494,C3799-CSE,C3397-IT,C6301-CSE,C9416-ME,C8198-EC,C9356-ME,C7071-ME,C1961-EE,C2547-CH,C8203-EE
E6220,C1745-ME,C5532-CSE,C2051-ME,C4953-EC,C1961-EC,C7479-EC,C5019-EC,C2051-EE,C4000-EE,C9038-CH
E3792,C7466-ME,C4083-ME,C3973-IT,C9143-ME,C4695-ME,C8200-EC,C1745-ME,C8200-IC,C1648-CH,C9557-CH
E2467,C5479-CSE,C5049-CSE,C6525-ME,C9751-ME,C7748-ME,C3900-EC,C7906-ME,C1674-CH,C7343-ICT,C8200-EE
E0338,C4695-IT,C9769-ME,C9080-CSE,C1648-EC,C5019-ME,C8772-EC,C1899-EC,C9590-IC,C4070-ICT,C2511-CH
E0406,C5132-IT,C6416-ME,C9416-EC,C9751-ME,C1745-EC,C5132-EC,C3900-ME,C2062-EE,C9557-CH,C4922-IC
E8331,C2511-IT,C8426-ME,C2921-IT,C5019-EC,C6706-EC,C6706-ME,C4566-ME,C2062-EE,C8743-CH,C6679-IC
E4533,C4083-IT,C8743-IT,C5583-EC,C5583-EC,C7466-ME,C9590-EC,C4852-ME,C8852-ICT,C9416-EE,C4953-CH
E3184,C4922-ME,C5019-CSE,C9590-ME,C6706-ME,C8813-EC,C7466-ME,C1961-EC,C8200-IC,C4695-CH,C5588-ICT
E8113,C3305-ME,C5132-IT,C2062-EC,C2002-EC,C4953-EC,C4083-EC,C7343-ME,C6792-ICT,C1899-CH,C3971-ICT
E7227,C8203-ME,C7128-ME,C9038-CSE,C6679-EC,C4566-ME,C7128-EC,C5602-ME,C1899-CH,C5132-EE,C4695-ICT
E0728,C9416-ME,C2002-CSE,C4953-EC,C2002-EC,C3998-ME,C1899-EC,C4515-EC,C9143-CH,C8200-ICT,C9670-ICT
E7951,C8772-IT,C8813-CSE,C6792-ME,C8772-EC,C6073-ME,C2921-EC,C7343-EC,C8426-IC,C3397-ICT,C1961-EE
E1644,C1674-CSE,C7071-ME,C9080-ME,C8772-ME,C7071-ME,C2062-EC,C9896-ME,C7906-CH,C2342-IC,C3973-IC
E9678,C6698-ME,C8611-IT,C4070-ME,C3305-EC,C1899-ME,C9038-EC,C2921-EC,C8198-IC,C9670-ICT,C2051-CH
E8504,C2342-ME,C5583-CSE,C2342-EC,C7128-EC,C5583-EC,C8426-EC,C3799-EC,C9277-ICT,C7151-CH,C4695-ICT
E8621,C4000-IT,C7343-CSE,C2002-ME,C7748-EC,C6679-EC,C9277-EC,C5602-ME,C7071-CH,C2996-ICT,C2000-CH
E1568,C3998-IT,C7343-CSE,C9143-ME,C7466-EC,C2921-EC,C9751-ME,C7128-EC,C5583-EE,C3900-EE,C8405-IC
E9553,C9769-CSE,C2921-IT,C4070-ME,C9769-ME,C3998-EC,C2642-EC,C4695-ME,C6792-IC,C8813-EE,C5724-EE
E1127,C4852-ME,C3305-ME,C5132-IT,C7466-EC,C9080-EC,C2921-ME,C9120-ME,C7906-CH,C5019-EE,C3900-IC
E5260,C6698-IT,C9277-CSE,C6525-ME,C1899-EC,C4083-EC,C5989-EC,C4650-ME,C8203-ICT,C9769-ICT,C5724-CH
E9528,C9670-IT,C3232-ME,C6525-IT,C4885-EC,C3397-ME,C2558-EC,C1902-ME,C2511-EE,C8200-EE,C8200-CH
E5732,C5848-IT,C6706-IT,C4000-IT,C2558-ME,C2996-EC,C7071-ME,C9896-EC,C5479-CH,C2996-IC,C7906-CH
E2621,C9557-ME,C6792-IT,C5848-EC,C6698-ME,C4000-EC,C6416-ME,C6679-ME,C2996-IC,C2558-ICT,C8772-CH
E7509,C4566-CSE,C4852-CSE,C7937-EC,C1745-EC,C1648-ME,C7151-EC,C4083-EC,C9751-EE,C7343-ICT,C2062-ICT
E2212,C8200-CSE,C1902-IT,C9277-ME,C3900-EC,C5583-EC,C1745-ME,C2051-EC,C5132-IC,C6073-ICT,C3900-EE
E8145,C3397-ME,C3397-ME,C8426-EC,C5602-ME,C1745-ME,C9080-ME,C5848-ME,C9846-EE,C9277-EE,C3900-CH
E1891,C5717-CSE,C9143-CSE,C5049-IT,C6301-ME,C9416-ME,C8611-ME,C4566-ME,C6706-EE,C5724-CH,C5717-ICT
E0123,C4922-IT,C9769-ME,C1674-CSE,C5588-ME,C7937-EC,C6301-ME,C8200-EC,C9143-CH,C3973-EE,C7134-CH
E0408,C5207-IT,C8203-IT,C9277-ME,C5532-ME,C7151-ME,C6301-ME,C8772-EC,C5132-EE,C9557-CH,C6792-IC
E8063,C4885-CSE,C8405-ME,C4070-ME,C1745-ME,C7748-ME,C9590-EC,C1745-ME,C7951-ICT,C1674-IC,C9038-EE
E2640,C2165-ME,C5207-CSE,C2165-IT,C6525-EC,C9846-ME,C9769-ME,C4695-ME,C4000-CH,C7128-EE,C7343-ICT
E7473,C9277-IT,C9896-ME,C3397-CSE,C5207-ME,C6073-ME,C8405-EC,C3971-ME,C1674-IC,C2511-IC,C3232-EE
E1447,C5989-ME,C9751-ME,C7343-EC,C9590-ME,C7343-ME,C4885-EC,C6416-ME,C1902-CH,C9896-IC,C2558-ICT
E1361,C5532-CSE,C9416-CSE,C4695-ME,C2051-EC,C6525-EC,C5583-EC,C5583-ME,C4566-EE,C4515-EE,C7466-IC
E2839,C2062-ME,C2000-CSE,C6416-ME,C3232-EC,C8405-EC,C2511-ME,C6301-ME,C6792-EE,C9038-CH,C2642-EE
E2905,C9356-ME,C9080-CSE,C5602-EC,C5588-EC,C5588-EC,C8426-EC,C9080-EC,C2996-EE,C2002-CH,C1282-ICT
E4777,C2642-IT,C9277-CSE,C9557-ME,C4953-EC,C6073-EC,C2558-ME,C8426-ME,C7151-CH,C1899-EE,C4852-ICT
E2865,C9277-ME,C7479-IT,C5049-IT,C9846-ME,C9277-ME,C5207-ME,C8743-EC,C2342-IC,C8200-EE,C5848-ICT
E4710,C7134-CSE,C7937-CSE,C7134-ME,C8198-ME,C7479-ME,C9557-ME,C5049-ME,C8203-CH,C9416-ICT,C8403-EE
E3496,C5207-CSE,C5989-ME,C7748-EC,C3305-ME,C8203-EC,C5207-ME,C8611-ME,C8198-CH,C5724-CH,C5132-IC
E1752,C6679-ME,C9670-IT,C7343-EC,C9120-ME,C4083-EC,C1648-ME,C5588-EC,C4566-EE,C5049-ICT,C2002-CH
E4895,C6073-IT,C4000-IT,C4953-ME,C7937-ME,C6416-ME,C1902-EC,C4650-ME,C6073-EE,C1282-EE,C7343-EE
E6052,C4070-CSE,C3232-CSE,C9416-ME,C5602-EC,C8405-EC,C5588-EC,C5588-ME,C5532-ICT,C9590-IC,C8743-IC
E6426,C7151-ME,C8403-IT,C3900-CSE,C3232-ME,C3900-EC,C8198-ME,C1648-EC,C9557-EE,C2342-ICT,C4852-IC
E5060,C1902-IT,C2002-IT,C4515-IT,C2165-EC,C9143-EC,C7479-ME,C2642-EC,C1282-ICT,C4083-ICT,C9356-EE
E0492,C6698-ME,C4070-ME,C4695-ME,C4083-EC,C7343-EC,C6792-EC,C9225-ME,C2547-ICT,C6679-CH,C9356-ICT
E6856,C5602-ME,C5302-IT,C8772-EC,C7479-EC,C9416-EC,C4650-ME,C8772-ME,C5602-IC,C3397-IC,C2458-IC
E7875,C2002-CSE,C6706-ME,C2342-ME,C5302-ME,C8203-ME,C6792-ME,C1902-EC,C3397-ICT,C2165-ICT,C9080-CH
E5742,C3973-CSE,C3397-ME,C8426-IT,C4515-EC,C7134-ME,C5132-EC,C1899-ME,C5049-CH,C5717-IC,C8611-CH
E7114,C3971-IT,C9896-IT,C9277-IT,C1899-ME,C8203-ME,C3232-ME,C6073-ME,C2062-ICT,C5019-CH,C4000-IC
E5340,C7198-CSE,C9143-CSE,C9751-IT,C1902-EC,C2051-EC,C3900-EC,C2342-ME,C8403-EE,C2342-EE,C1674-CH
E5677,C3973-IT,C7479-ME,C9277-IT,C3971-ME,C9277-EC,C3971-ME,C9590-ME,C9590-ICT,C6792-ICT,C8198-EE
E5159,C5049-ME,C9225-ME,C3799-CSE,C1282-ME,C4566-ME,C2002-EC,C2547-ME,C2000-CH,C9896-CH,C1674-CH
E8496,C9356-IT,C4953-ME,C9038-CSE,C8426-ME,C4885-EC,C1902-ME,C1961-EC,C9557-ICT,C6301-EE,C4566-CH
E2308,C2051-ME,C2511-ME,C1745-ME,C3900-EC,C7479-EC,C5989-ME,C9416-ME,C9120-CH,C8611-EE,C7906-EE
E4579,C1899-ME,C4566-ME,C6679-ME,C6792-ME,C3799-EC,C1899-EC,C2002-ME,C7937-ICT,C5302-ICT,C8405-IC
E4724,C8405-ME,C1745-IT,C5019-IT,C7128-EC,C9277-EC,C2062-ME,C8405-EC,C3305-IC,C4953-EE,C5717-CH
E7476,C4922-IT,C8743-ME,C1648-CSE,C2642-EC,C4695-ME,C9143-EC,C7466-EC,C3973-EE,C5717-IC,C2558-ICT
E1158,C3998-ME,C1899-CSE,C9143-ME,C9225-ME,C9225-ME,C3232-ME,C2062-ME,C2547-ICT,C7134-CH,C3971-EE
E8452,C4695-ME,C6698-ME,C2996-ME,C9120-ME,C1902-EC,C6416-ME,C7466-ME,C7466-CH,C8200-IC,C9739-CH
E0751,C9356-ME,C6301-ME,C9769-ME,C5848-ME,C2642-ME,C8813-EC,C7151-ME,C8405-IC,C8743-ICT,C1674-CH
E0776,C1899-CSE,C1961-IT,C3232-ME,C9143-ME,C5532-ME,C4953-ME,C6416-ME,C2051-ICT,C8772-EE,C9846-IC
E2239,C7134-ME,C7198-CSE,C7937-EC,C9225-ME,C2458-EC,C7134-ME,C5019-ME,C6073-IC,C5989-IC,C5302-CH
E2248,C7134-CSE,C5532-CSE,C4070-EC,C7151-EC,C5302-EC,C4566-ME,C7128-ME,C8405-IC,C4070-CH,C3973-CH
E6428,C3973-ME,C3973-ME,C1282-IT,C3998-EC,C4953-ME,C1745-EC,C9896-EC,C6706-IC,C8198-ICT,C2558-ICT
E4266,C5207-ME,C6698-IT,C1902-IT,C5848-ME,C6706-EC,C3973-ME,C8405-EC,C3397-ICT,C8772-IC,C2062-IC
E8465,C1902-ME,C1899-IT,C5602-ME,C7151-EC,C5848-ME,C4650-EC,C8403-EC,C9751-ICT,C9846-EE,C4695-ICT
E7429,C3305-ME,C8203-CSE,C2342-EC,C8203-EC,C8405-EC,C2996-ME,C7343-ME,C9356-IC,C8743-EE,C9896-ICT
E4234,C9277-CSE,C9557-IT,C9896-EC,C8611-ME,C7748-ME,C7128-ME,C5019-ME,C7071-ICT,C7479-ICT,C2051-ICT
E4238,C3973-CSE,C8405-ME,C9080-ME,C8203-EC,C8198-EC,C5049-ME,C9120-ME,C5049-EE,C3973-CH,C4566-EE
E1617,C3973-IT,C2511-ME,C9416-ME,C9038-EC,C9670-EC,C7071-ME,C1961-EC,C1899-CH,C7198-EE,C6416-ICT
E9150,C3232-ME,C6416-ME,C7151-IT,C3900-EC,C7128-ME,C7466-ME,C7071-ME,C9590-CH,C9277-ICT,C6073-EE
E2405,C5532-CSE,C9590-CSE,C2996-ME,C9896-ME,C9356-ME,C8198-EC,C7479-EC,C2051-EE,C7951-EE,C9769-ICT
E6878,C3397-IT,C1961-ME,C2996-IT,C8813-EC,C1902-ME,C2051-ME,C8743-ME,C9739-IC,C6073-IC,C7134-IC
E9786,C2511-ME,C9590-IT,C9143-EC,C4000-EC,C6698-ME,C2921-EC,C9769-ME,C9120-IC,C8403-CH,C5132-EE
E9834,C7128-CSE,C1961-IT,C9739-ME,C9277-ME,C4515-EC,C8403-EC,C4922-ME,C9557-ICT,C1899-CH,C8852-CH
E1223,C9277-IT,C8743-ME,C8772-IT,C2051-ME,C2002-EC,C5848-EC,C2996-EC,C9896-EE,C5302-CH,C5532-IC
E8890,C2062-IT,C1961-IT,C9670-ME,C9670-ME,C5588-EC,C7343-EC,C2921-ME,C2458-EE,C4695-CH,C5717-CH
E2639,C7071-CSE,C4566-CSE,C8611-ME,C6706-ME,C2921-EC,C6301-ME,C6525-ME,C5302-CH,C1902-IC,C8852-IC
E1946,C7951-CSE,C8813-CSE,C1899-ME,C7151-ME,C9120-ME,C2002-EC,C7198-ME,C7906-ICT,C6525-ICT,C2996-IC
E4050,C2558-CSE,C4852-ME,C2558-ME,C6416-ME,C3232-ME,C2558-ME,C9038-EC,C9225-ICT,C6679-IC,C3799-CH
E7271,C6525-CSE,C5532-CSE,C5989-CSE,C4083-EC,C7151-ME,C5019-EC,C4852-ME,C5724-CH,C9739-CH,C2996-IC
