Enrollmentno,sub1,sub2,sub3,sub4,sub5,Total,Rank
E2413,76,45,90,65,72,348,5258
E0773,42,99,94,45,68,348,5259
E9388,42,66,62,91,87,348,5260
E2856,100,63,55,60,70,348,5261
E3855,84,92,70,58,44,348,5262
E6950,55,100,73,53,67,348,5263
E8061,86,57,97,53,55,348,5264
E9577,100,87,80,40,41,348,5265
E1607,64,71,62,63,88,348,5266
E6113,73,71,69,67,68,348,5267
E4882,86,47,65,51,99,348,5268
E7605,94,80,69,58,47,348,5269
E9885,59,67,43,87,92,348,5270
E5389,75,58,78,46,91,348,5271
E5922,75,51,99,70,53,348,5272
E5252,90,91,59,40,68,348,5273
E0191,98,47,70,85,48,348,5274
E3502,99,92,40,63,54,348,5275
E5864,54,84,72,64,74,348,5276
E6218,50,93,85,69,51,348,5277
E1184,51,63,78,63,93,348,5278
E9266,84,68,52,46,98,348,5279
E5891,74,56,53,92,73,348,5280
E9297,85,74,57,47,85,348,5281
E4909,63,51,84,76,74,348,5282
E1667,81,54,57,85,71,348,5283
E6328,80,44,75,60,89,348,5284
E6068,97,70,81,48,52,348,5285
E6921,84,61,55,93,54,347,5286
E8351,59,72,43,76,97,347,5287
E8158,63,93,40,97,54,347,5288
E2090,55,97,41,59,95,347,5289
E1374,84,70,80,59,54,347,5290
E6521,91,94,54,50,58,347,5291
E2642,63,93,50,42,99,347,5292
E0735,63,82,87,71,44,347,5293
E0806,54,61,40,94,98,347,5294
E4667,41,100,41,80,85,347,5295
E6433,54,100,40,58,95,347,5296
E0724,48,59,80,69,91,347,5297
E2804,69,58,63,57,100,347,5298
E2728,65,79,78,81,44,347,5299
E9640,97,61,96,50,43,347,5300
E9147,92,88,49,72,46,347,5301
E2715,48,64,89,57,89,347,5302
E3289,72,64,74,45,92,347,5303
E5894,99,53,79,40,76,347,5304
E9345,65,45,81,94,62,347,5305
E7806,59,98,98,40,52,347,5306
E7044,62,99,42,60,84,347,5307
E9574,51,94,49,92,61,347,5308
E9409,56,67,98,44,82,347,5309
E2882,50,82,88,60,67,347,5310
E0236,71,57,86,75,58,347,5311
E2230,55,41,97,94,60,347,5312
E1412,95,57,59,44,92,347,5313
E0242,63,41,91,63,89,347,5314
E9309,97,73,60,41,76,347,5315
E3388,68,61,68,94,56,347,5316
E2670,52,48,87,89,71,347,5317
E2826,80,87,63,53,64,347,5318
E6279,56,64,83,92,52,347,5319
E3722,91,55,41,96,64,347,5320
E5051,61,95,49,86,56,347,5321
E4103,85,55,65,96,46,347,5322
E1425,58,72,62,78,77,347,5323
E3679,64,71,90,66,56,347,5324
E2352,67,80,56,71,73,347,5325
E4223,75,59,60,84,69,347,5326
E4489,77,45,93,70,62,347,5327
E2234,73,72,50,64,88,347,5328
E0844,41,93,46,94,73,347,5329
E0418,44,70,94,55,84,347,5330
E8146,52,58,94,95,48,347,5331
E3778,55,63,78,79,72,347,5332
E6538,73,47,69,93,65,347,5333
E9955,86,54,50,75,82,347,5334
E5812,47,89,61,98,52,347,5335
E0287,97,52,43,80,75,347,5336
E3027,99,53,42,62,91,347,5337
E8183,56,95,46,69,81,347,5338
E3250,55,91,98,59,44,347,5339
E3594,85,71,50,78,63,347,5340
E9969,52,86,42,73,94,347,5341
E9130,54,82,72,73,66,347,5342
E0854,58,42,100,55,92,347,5343
E8727,65,49,79,68,86,347,5344
E5903,73,45,81,76,72,347,5345
E6375,56,55,87,84,65,347,5346
E4263,67,67,66,48,99,347,5347
E8468,54,44,94,97,58,347,5348
E4189,53,97,80,63,54,347,5349
E4865,71,65,73,90,48,347,5350
E7544,65,62,59,82,79,347,5351
E6951,43,81,70,62,91,347,5352
E3188,99,47,61,75,65,347,5353
E5816,47,97,95,63,45,347,5354
E3953,96,72,48,71,60,347,5355
E7953,82,83,92,47,43,347,5356
E7313,62,47,78,87,73,347,5357
E0480,45,88,62,99,53,347,5358
E6996,50,51,81,94,71,347,5359
E7835,63,85,65,93,41,347,5360
E7137,96,50,95,48,58,347,5361
E5289,70,84,56,81,56,347,5362
E4525,51,52,71,75,98,347,5363
E0177,87,40,73,74,73,347,5364
E1319,83,41,47,81,95,347,5365
E2751,41,83,66,69,87,346,5366
E8701,74,54,54,97,67,346,5367
E6999,44,84,85,68,65,346,5368
E2649,54,72,90,88,42,346,5369
E0141,55,73,58,67,93,346,5370
E3753,58,61,91,46,90,346,5371
E4669,74,71,42,62,97,346,5372
E6565,62,64,71,94,55,346,5373
E0934,99,42,61,65,79,346,5374
E7733,53,59,88,59,87,346,5375
E7699,89,51,60,71,75,346,5376
E1439,91,41,65,77,72,346,5377
E2131,55,91,93,40,67,346,5378
E7554,79,82,61,64,60,346,5379
E0391,91,48,52,82,73,346,5380
E2047,75,85,59,87,40,346,5381
E5190,40,93,89,82,42,346,5382
E4552,89,63,48,64,82,346,5383
E6691,58,58,99,78,53,346,5384
E0564,76,78,71,45,76,346,5385
E0858,78,75,81,50,62,346,5386
E6081,94,91,47,53,61,346,5387
E0538,94,43,58,94,57,346,5388
E5877,91,77,58,70,50,346,5389
E3187,88,75,43,77,63,346,5390
E7236,98,52,59,77,60,346,5391
E9164,66,48,85,98,49,346,5392
E4422,44,57,92,96,57,346,5393
E9492,77,61,95,71,42,346,5394
E6535,100,40,86,74,46,346,5395
E1561,89,71,43,74,69,346,5396
E8908,40,65,44,99,98,346,5397
E5250,83,70,52,87,54,346,5398
E5083,87,73,66,46,74,346,5399
E3692,53,82,46,68,97,346,5400
E5746,47,100,52,48,99,346,5401
E9214,82,93,41,40,90,346,5402
E5889,82,67,78,74,45,346,5403
E0499,72,65,50,98,61,346,5404
E8851,67,62,99,42,76,346,5405
E0649,85,48,98,63,52,346,5406
E1289,78,63,87,40,78,346,5407
E4871,90,86,68,47,55,346,5408
E1171,85,74,50,41,96,346,5409
E3073,86,58,60,92,50,346,5410
E8367,50,79,60,65,92,346,5411
E0327,51,56,59,89,91,346,5412
E5303,60,82,50,76,78,346,5413
E2424,71,82,71,80,42,346,5414
E5965,55,95,63,55,78,346,5415
E0744,40,87,58,68,93,346,5416
E0839,79,61,89,60,57,346,5417
E6862,55,62,70,100,59,346,5418
E9232,90,64,65,72,55,346,5419
E0151,90,40,99,59,58,346,5420
E4960,50,77,80,84,55,346,5421
E1069,57,69,58,66,96,346,5422
E4138,70,59,60,96,61,346,5423
E3983,72,90,80,45,59,346,5424
E5712,45,61,90,94,56,346,5425
E8670,62,79,59,82,64,346,5426
E0834,53,49,89,58,97,346,5427
E6494,56,92,44,80,74,346,5428
E9589,71,58,66,67,84,346,5429
E0896,99,57,60,80,50,346,5430
E3400,60,73,85,48,80,346,5431
E8403,75,69,76,83,43,346,5432
E6644,48,58,80,64,96,346,5433
E4822,78,91,79,53,45,346,5434
E2915,65,65,63,89,64,346,5435
E3248,41,98,51,96,60,346,5436
E7751,42,47,77,81,99,346,5437
E7329,40,54,80,97,75,346,5438
E8529,69,62,78,58,79,346,5439
E0910,53,49,99,93,52,346,5440
E0434,63,80,71,42,90,346,5441
E8151,88,65,59,62,72,346,5442
E7984,60,87,53,54,92,346,5443
E4042,62,79,69,57,79,346,5444
E3645,77,42,94,58,75,346,5445
E2361,69,63,76,98,40,346,5446
E8380,96,81,40,85,44,346,5447
E9687,91,83,88,43,41,346,5448
E1109,65,53,83,94,51,346,5449
E3811,46,95,93,68,44,346,5450
E7926,74,85,67,66,54,346,5451
E7857,76,52,74,86,58,346,5452
E9426,57,90,95,56,48,346,5453
E9728,62,75,63,99,47,346,5454
E8438,60,63,52,79,92,346,5455
E3320,84,51,62,99,50,346,5456
E3369,61,93,86,48,58,346,5457
E5350,74,68,77,43,84,346,5458
E4319,81,95,50,74,46,346,5459
E0623,42,94,51,78,81,346,5460
E2682,85,42,80,88,51,346,5461
E7356,71,79,52,69,75,346,5462
E4611,68,48,96,76,58,346,5463
E5940,66,80,90,53,57,346,5464
E0562,57,96,47,53,93,346,5465
E2094,79,85,54,83,45,346,5466
E7909,96,74,56,78,42,346,5467
E3235,43,89,63,98,53,346,5468
E7615,73,97,73,43,60,346,5469
E8481,58,79,86,53,70,346,5470
E8997,81,79,55,87,44,346,5471
E2416,67,90,46,54,89,346,5472
E2740,56,42,87,79,82,346,5473
E7688,40,62,97,95,52,346,5474
E4173,66,59,66,99,56,346,5475
E4645,98,85,69,51,43,346,5476
E6002,71,69,85,76,45,346,5477
E0548,99,68,67,53,59,346,5478
E5230,72,81,84,65,44,346,5479
E0305,86,42,47,82,89,346,5480
E7070,91,91,42,63,59,346,5481
E3364,78,75,49,74,70,346,5482
E3169,40,66,97,94,48,345,5483
E4259,86,48,75,49,87,345,5484
E6894,44,82,65,61,93,345,5485
E2863,95,56,68,79,47,345,5486
E3857,56,82,42,74,91,345,5487
E7161,67,81,56,63,78,345,5488
E6597,73,88,59,58,67,345,5489
E6559,91,78,45,65,66,345,5490
E1467,41,81,73,60,90,345,5491
E0293,94,44,47,100,60,345,5492
E0105,55,89,45,92,64,345,5493
E7052,53,95,69,78,50,345,5494
E3481,62,80,91,42,70,345,5495
E0432,95,42,48,88,72,345,5496
E2877,42,46,96,66,95,345,5497
E2838,44,52,88,99,62,345,5498
E8221,51,47,83,98,66,345,5499
E1943,53,87,85,80,40,345,5500
E1924,57,82,100,58,48,345,5501
E3525,68,76,75,61,65,345,5502
E0722,78,85,92,48,42,345,5503
E7057,100,92,71,42,40,345,5504
E4084,57,91,75,62,60,345,5505
E3532,60,73,82,59,71,345,5506
E2916,71,69,70,55,80,345,5507
E1856,89,62,41,81,72,345,5508
E1788,83,76,91,42,53,345,5509
E2320,58,99,44,58,86,345,5510
E4011,78,72,80,60,55,345,5511
E5849,43,41,84,93,84,345,5512
E8132,84,52,77,64,68,345,5513
E8432,74,50,91,41,89,345,5514
E9859,48,43,64,99,91,345,5515
E9270,81,48,99,73,44,345,5516
E1544,47,57,88,57,96,345,5517
E8834,82,43,77,67,76,345,5518
E6645,78,63,82,42,80,345,5519
E3333,51,86,40,71,97,345,5520
E5985,42,80,88,60,75,345,5521
E6278,90,66,41,53,95,345,5522
E3223,63,75,77,73,57,345,5523
E4269,51,99,48,95,52,345,5524
E9190,72,74,87,52,60,345,5525
E9673,96,46,99,55,49,345,5526
E8208,87,80,69,68,41,345,5527
E7715,68,83,74,78,42,345,5528
E8230,52,44,76,88,85,345,5529
E2217,65,88,86,62,44,345,5530
E1762,68,59,76,52,90,345,5531
E2511,59,51,98,74,63,345,5532
E7598,43,97,78,76,51,345,5533
E7194,75,63,100,41,66,345,5534
E9440,89,98,53,57,48,345,5535
E5719,56,74,60,90,65,345,5536
E2506,75,49,66,94,61,345,5537
E1136,57,51,70,75,92,345,5538
E2881,51,76,79,43,96,345,5539
E7905,62,40,65,78,100,345,5540
E8903,89,48,64,85,59,345,5541
E0883,63,91,82,62,47,345,5542
E8288,93,72,59,57,64,345,5543
E0149,47,91,72,92,43,345,5544
E5927,67,93,63,75,47,345,5545
E2068,63,73,70,47,92,345,5546
E5003,53,99,60,61,72,345,5547
E8421,75,81,56,88,45,345,5548
E6815,51,49,89,77,79,345,5549
E4119,77,66,90,53,59,345,5550
E5566,79,76,45,50,95,345,5551
E1238,87,52,81,55,70,345,5552
E7500,79,84,70,60,52,345,5553
E1539,74,50,65,92,64,345,5554
E1151,72,82,50,93,48,345,5555
E9070,61,77,49,77,81,345,5556
E1303,57,46,86,67,89,345,5557
E5135,43,60,72,79,91,345,5558
E3106,100,62,58,65,60,345,5559
E8337,66,85,66,77,51,345,5560
E5880,77,81,44,69,74,345,5561
E8192,40,91,58,75,81,345,5562
E7938,59,98,66,49,73,345,5563
E6701,73,46,69,64,93,345,5564
E1224,78,90,60,64,53,345,5565
E8097,57,44,100,70,74,345,5566
E7108,77,71,60,50,87,345,5567
E5494,49,82,59,63,92,345,5568
E5734,83,80,63,73,46,345,5569
E1316,84,84,69,59,49,345,5570
E7707,62,74,74,44,91,345,5571
E4475,80,57,69,68,71,345,5572
E2466,84,41,56,68,96,345,5573
E3742,67,85,47,54,92,345,5574
E9556,87,49,75,58,76,345,5575
E0388,54,60,90,81,60,345,5576
E7766,77,75,42,80,71,345,5577
E8029,81,91,53,62,58,345,5578
E2515,40,77,62,70,96,345,5579
E2484,54,46,87,82,76,345,5580
E0565,41,48,93,91,72,345,5581
E6500,96,42,90,41,76,345,5582
E6979,85,97,44,75,44,345,5583
E1745,49,63,91,78,63,344,5584
E8550,58,79,79,77,51,344,5585
E9092,47,86,59,56,96,344,5586
E4113,72,57,95,49,71,344,5587
E9320,72,69,55,99,49,344,5588
E5477,92,89,49,60,54,344,5589
E0784,82,40,93,63,66,344,5590
E6929,44,91,88,49,72,344,5591
E0281,86,45,45,96,72,344,5592
E6459,45,89,68,42,100,344,5593
E0603,76,40,77,77,74,344,5594
E0204,65,46,96,84,53,344,5595
E1677,62,40,52,95,95,344,5596
E5414,73,42,89,62,78,344,5597
E3110,90,79,53,61,61,344,5598
E2472,73,56,96,59,60,344,5599
E6737,48,67,40,99,90,344,5600
E6179,40,64,96,76,68,344,5601
E4129,57,87,62,50,88,344,5602
E0803,45,94,90,74,41,344,5603
E4548,95,63,47,71,68,344,5604
E0213,57,65,60,91,71,344,5605
E7991,52,53,63,96,80,344,5606
E0114,73,58,76,82,55,344,5607
E9035,43,100,51,98,52,344,5608
E9251,90,99,60,55,40,344,5609
E0867,67,100,61,71,45,344,5610
E5214,86,51,58,99,50,344,5611
E1506,48,48,59,91,98,344,5612
E5532,58,97,48,70,71,344,5613
E0053,49,93,52,66,84,344,5614
E3450,81,66,53,88,56,344,5615
E6071,84,90,57,70,43,344,5616
E6530,70,80,98,50,46,344,5617
E0493,63,67,76,58,80,344,5618
E0799,63,65,68,51,97,344,5619
E9380,49,75,88,60,72,344,5620
E4397,60,75,89,73,47,344,5621
E0014,87,86,78,44,49,344,5622
E3213,46,51,65,88,94,344,5623
E7995,51,86,54,93,60,344,5624
E1229,65,51,87,88,53,344,5625
E0481,40,77,97,69,61,344,5626
E7701,69,68,49,72,86,344,5627
E6570,87,83,41,55,78,344,5628
E9739,77,60,72,75,60,344,5629
E6704,52,84,89,45,74,344,5630
E4502,53,95,57,50,89,344,5631
E9004,50,97,78,75,44,344,5632
E5959,44,64,62,87,87,344,5633
E9926,89,42,53,80,80,344,5634
E0746,54,74,95,75,46,344,5635
E1967,88,62,59,50,85,344,5636
E4451,84,61,68,64,67,344,5637
E7856,52,87,52,74,79,344,5638
E1625,40,92,65,68,79,344,5639
E1428,42,53,94,80,75,344,5640
E9257,91,90,70,52,41,344,5641
E6841,77,74,62,43,88,344,5642
E7373,64,67,64,88,61,344,5643
E9136,100,46,70,82,46,344,5644
E8506,74,66,71,92,41,344,5645
E1201,88,57,57,67,75,344,5646
E5021,81,44,83,52,84,344,5647
E5090,93,55,52,64,80,344,5648
E4447,100,70,74,45,55,344,5649
E9048,82,40,98,69,55,344,5650
E4389,44,79,58,80,83,344,5651
E9186,76,50,92,46,80,344,5652
E2719,71,68,45,67,93,344,5653
E8347,75,59,43,100,67,344,5654
E9841,56,80,48,73,87,344,5655
E5067,83,43,45,86,87,344,5656
E6505,83,82,44,44,91,344,5657
E0117,72,69,46,83,74,344,5658
E7674,47,61,40,100,96,344,5659
E0556,41,65,86,78,74,344,5660
E5329,83,63,47,61,90,344,5661
E5552,51,78,40,93,82,344,5662
E0969,45,85,72,46,96,344,5663
E5975,56,75,59,71,83,344,5664
E3239,51,68,70,94,61,344,5665
E8915,84,52,77,57,74,344,5666
E8398,46,75,83,57,83,344,5667
E4569,80,41,92,80,51,344,5668
E4062,100,100,57,47,40,344,5669
E6211,83,47,79,65,70,344,5670
E5022,59,61,82,85,57,344,5671
E9221,57,85,83,67,52,344,5672
E5341,66,83,51,82,62,344,5673
E5752,53,81,62,65,83,344,5674
E9274,91,59,74,73,47,344,5675
E5043,80,45,45,92,81,343,5676
E4981,94,92,58,41,58,343,5677
E7763,70,52,97,67,57,343,5678
E5025,92,52,80,69,50,343,5679
E6472,87,52,66,67,71,343,5680
E4594,88,41,90,67,57,343,5681
E0286,96,89,54,57,47,343,5682
E1739,90,51,42,97,63,343,5683
E2353,99,46,99,48,51,343,5684
E4417,100,41,74,55,73,343,5685
E0067,100,59,52,59,73,343,5686
E4256,42,80,91,68,62,343,5687
E8239,67,47,63,84,82,343,5688
E5352,66,74,89,45,69,343,5689
E7250,58,94,75,72,44,343,5690
E5718,47,49,73,76,98,343,5691
E4074,45,69,74,81,74,343,5692
E1167,57,70,75,46,95,343,5693
E2575,45,78,87,74,59,343,5694
E4823,49,84,42,80,88,343,5695
E2272,46,78,55,67,97,343,5696
E0119,93,79,42,78,51,343,5697
E5220,70,77,56,100,40,343,5698
E2123,41,88,61,73,80,343,5699
E2858,56,90,97,47,53,343,5700
E2662,78,72,63,46,84,343,5701
E4592,90,88,43,61,61,343,5702
E5920,84,46,56,69,88,343,5703
E3044,64,84,46,64,85,343,5704
E8201,76,55,92,74,46,343,5705
E6501,80,78,42,91,52,343,5706
E3703,93,75,44,67,64,343,5707
E4505,62,58,41,99,83,343,5708
E7660,94,76,51,48,74,343,5709
E2529,92,79,68,52,52,343,5710
E5455,59,83,70,65,66,343,5711
E2787,66,65,84,69,59,343,5712
E0754,75,58,98,67,45,343,5713
E1414,68,72,58,67,78,343,5714
E2667,91,51,65,44,92,343,5715
E8322,67,100,56,49,71,343,5716
E8329,73,91,91,47,41,343,5717
E2651,65,52,57,86,83,343,5718
E2201,63,72,57,77,74,343,5719
E1345,79,81,69,54,60,343,5720
E8422,69,58,94,56,66,343,5721
E7124,68,84,51,51,89,343,5722
E1268,47,60,90,73,73,343,5723
E4478,61,56,65,65,96,343,5724
E6319,63,64,80,84,52,343,5725
E3932,54,59,57,87,86,343,5726
E8057,68,73,97,44,61,343,5727
E3822,41,92,99,54,57,343,5728
E0060,43,92,78,88,42,343,5729
E5062,80,93,52,77,41,343,5730
E1071,69,94,67,42,71,343,5731
E2033,71,61,85,42,84,343,5732
E6582,53,76,71,63,80,343,5733
E6075,86,50,67,45,95,343,5734
E9307,45,100,63,85,50,343,5735
E6632,84,55,90,42,72,343,5736
E4798,63,58,43,84,95,343,5737
E2242,51,47,90,66,89,343,5738
E1277,77,54,54,60,98,343,5739
E6569,83,60,78,73,49,343,5740
E7848,98,82,44,54,65,343,5741
E1175,77,67,61,56,82,343,5742
E7914,63,72,43,72,93,343,5743
E1934,83,46,89,46,79,343,5744
E5319,61,69,93,45,75,343,5745
E9639,82,61,53,67,80,343,5746
E8742,66,65,47,70,95,343,5747
E6729,63,49,40,95,96,343,5748
E3061,74,50,52,76,91,343,5749
E5568,88,57,52,66,80,343,5750
E0111,88,42,44,85,84,343,5751
E5994,61,45,76,99,62,343,5752
E9533,72,45,66,78,82,343,5753
E8724,78,57,76,77,55,343,5754
E0376,98,72,83,41,49,343,5755
E1912,46,68,42,96,91,343,5756
E3522,68,49,96,60,70,343,5757
E4118,64,92,67,49,71,343,5758
E3166,45,79,92,58,69,343,5759
E8841,69,89,54,69,62,343,5760
E5837,56,73,91,41,82,343,5761
E2180,43,97,90,60,53,343,5762
E5753,65,62,96,66,54,343,5763
E1630,57,66,60,75,85,343,5764
E1247,51,88,95,49,60,343,5765
E7380,80,44,68,70,81,343,5766
E4242,68,95,58,47,75,343,5767
E3356,68,48,73,93,61,343,5768
E3066,54,73,82,68,66,343,5769
E2585,59,54,83,87,60,343,5770
E3746,71,57,56,60,99,343,5771
E6030,67,68,89,41,78,343,5772
E0219,60,48,91,45,99,343,5773
E2319,59,69,57,74,84,343,5774
E5694,47,100,42,96,58,343,5775
E2578,67,40,69,84,83,343,5776
E3614,48,100,45,72,78,343,5777
E8639,99,56,58,76,54,343,5778
E4536,74,63,86,45,75,343,5779
E9331,80,51,81,85,46,343,5780
E1291,81,41,66,80,75,343,5781
E2037,67,75,74,52,74,342,5782
E8110,49,50,86,78,79,342,5783
E6228,87,77,55,65,58,342,5784
E1183,55,52,86,89,60,342,5785
E4095,76,92,49,49,76,342,5786
E4968,45,45,72,80,100,342,5787
E9267,90,83,65,60,44,342,5788
E1490,82,44,83,76,57,342,5789
E6300,53,93,45,79,72,342,5790
E3324,70,62,81,54,75,342,5791
E2864,64,84,61,62,71,342,5792
E9466,78,86,50,42,86,342,5793
E8508,51,69,75,49,98,342,5794
E4937,55,47,65,85,90,342,5795
E8484,98,47,46,92,59,342,5796
E3445,90,93,57,57,45,342,5797
E6418,61,61,77,52,91,342,5798
E8770,92,50,80,57,63,342,5799
E5860,83,81,42,94,42,342,5800
E1597,57,72,98,70,45,342,5801
E1287,84,53,48,67,90,342,5802
E2497,46,84,83,58,71,342,5803
E7768,72,68,88,66,48,342,5804
E7260,94,51,100,57,40,342,5805
E6463,96,68,53,45,80,342,5806
E4444,97,78,57,47,63,342,5807
E6017,41,75,63,84,79,342,5808
E9558,74,81,72,56,59,342,5809
E2150,63,96,90,43,50,342,5810
E5077,58,67,98,79,40,342,5811
E1187,85,75,69,65,48,342,5812
E0772,58,41,81,83,79,342,5813
E9559,95,40,56,76,75,342,5814
E3156,65,48,76,76,77,342,5815
E9929,99,60,57,83,43,342,5816
E7175,87,67,61,46,81,342,5817
E1308,65,78,97,56,46,342,5818
E9094,87,47,76,40,92,342,5819
E2823,88,58,74,67,55,342,5820
E1122,99,79,45,44,75,342,5821
E9643,92,46,76,43,85,342,5822
E0655,48,73,82,77,62,342,5823
E5441,79,90,46,87,40,342,5824
E0977,73,85,47,88,49,342,5825
E9898,53,62,70,89,68,342,5826
E5046,51,72,54,73,92,342,5827
E1170,63,66,71,98,44,342,5828
E7997,97,92,43,47,63,342,5829
E4887,56,78,82,42,84,342,5830
E4945,91,53,65,67,66,342,5831
E6134,58,68,75,65,76,342,5832
E9231,48,80,57,70,87,342,5833
E1881,53,62,79,62,86,342,5834
E2001,41,76,88,48,89,342,5835
E0308,78,88,44,63,69,342,5836
E0494,83,71,46,97,45,342,5837
E4085,76,70,81,72,43,342,5838
E1956,76,95,81,43,47,342,5839
E3108,48,42,90,75,87,342,5840
E8730,84,71,41,76,70,342,5841
E1485,89,57,62,91,43,342,5842
E3805,99,62,76,63,42,342,5843
E9446,51,69,45,80,97,342,5844
E3390,66,95,56,46,79,342,5845
E8657,54,92,53,57,86,342,5846
E0225,68,66,79,47,82,342,5847
E4207,73,56,97,68,48,342,5848
E0255,45,64,67,91,75,342,5849
E0039,46,57,75,95,69,342,5850
E2919,98,57,55,45,87,342,5851
E7719,48,88,48,78,80,342,5852
E1828,72,81,86,46,57,342,5853
E9671,98,86,65,46,47,342,5854
E7230,64,57,48,75,98,342,5855
E2284,86,40,67,89,60,342,5856
E3491,51,84,62,93,52,342,5857
E4349,97,57,93,50,45,342,5858
E8114,67,43,75,87,70,342,5859
E6039,80,40,66,80,76,342,5860
E7193,44,80,92,70,56,342,5861
E8359,84,47,71,53,87,342,5862
E4843,49,65,41,89,98,342,5863
E6460,96,68,81,41,56,342,5864
E0394,60,51,91,69,71,342,5865
E6687,51,92,83,69,47,342,5866
E2797,88,66,42,74,72,342,5867
E7964,70,100,41,47,84,342,5868
E1548,64,71,55,88,64,342,5869
E6064,40,71,88,84,59,342,5870
E8778,90,40,42,79,91,342,5871
E5942,46,71,80,86,59,342,5872
E8913,58,76,73,94,41,342,5873
E1846,76,100,78,40,48,342,5874
E4851,58,40,97,57,90,342,5875
E7084,49,90,56,79,68,342,5876
E9986,48,56,96,71,71,342,5877
E1456,88,65,66,75,48,342,5878
E9959,93,64,49,50,86,342,5879
E7742,97,66,47,77,55,342,5880
E6683,83,78,56,56,69,342,5881
E0279,89,56,45,53,99,342,5882
E9210,88,53,54,80,67,342,5883
E3550,92,85,51,71,43,342,5884
E9387,82,95,47,61,56,341,5885
E0044,79,74,66,53,69,341,5886
E3881,65,64,62,100,50,341,5887
E9128,48,63,95,80,55,341,5888
E4030,49,97,50,54,91,341,5889
E2059,71,62,85,79,44,341,5890
E9788,67,64,43,76,91,341,5891
E5405,60,75,77,67,62,341,5892
E7375,64,45,77,61,94,341,5893
E3252,81,77,57,51,75,341,5894
E6844,69,50,50,79,93,341,5895
E8466,40,94,93,50,64,341,5896
E6286,62,81,74,79,45,341,5897
E6422,57,99,48,61,76,341,5898
E7184,70,70,68,71,62,341,5899
E9998,73,84,64,51,69,341,5900
E8638,75,63,47,59,97,341,5901
E4744,70,68,62,54,87,341,5902
E8231,91,56,47,82,65,341,5903
E7444,60,99,50,53,79,341,5904
E8232,97,49,66,63,66,341,5905
E2736,86,41,68,54,92,341,5906
E2298,65,77,41,64,94,341,5907
E7488,67,54,85,45,90,341,5908
E9016,89,77,88,47,40,341,5909
E3900,58,84,47,72,80,341,5910
E2065,46,95,85,53,62,341,5911
E2365,62,45,95,58,81,341,5912
E1794,49,45,82,67,98,341,5913
E8202,93,81,47,79,41,341,5914
E4758,60,76,60,95,50,341,5915
E2569,93,40,93,57,58,341,5916
E4433,85,65,40,69,82,341,5917
E2501,52,50,100,95,44,341,5918
E7208,61,77,61,92,50,341,5919
E8966,87,75,63,64,52,341,5920
E6875,85,75,68,44,69,341,5921
E4854,67,71,68,64,71,341,5922
E0001,59,75,74,45,88,341,5923
E0632,65,76,66,80,54,341,5924
E7977,93,64,47,82,55,341,5925
E2469,74,66,44,83,74,341,5926
E9244,86,45,78,63,69,341,5927
E8836,41,59,88,53,100,341,5928
E2366,48,56,92,84,61,341,5929
E4023,48,43,75,83,92,341,5930
E7832,73,76,60,79,53,341,5931
E3757,69,60,80,81,51,341,5932
E8513,99,55,71,42,74,341,5933
E9880,53,72,80,92,44,341,5934
E5996,86,54,41,98,62,341,5935
E2612,77,51,49,72,92,341,5936
E2040,47,92,48,74,80,341,5937
E3931,63,59,82,40,97,341,5938
E6125,91,42,49,76,83,341,5939
E4668,73,64,89,49,66,341,5940
E9933,79,55,42,78,87,341,5941
E2613,73,97,54,59,58,341,5942
E7120,64,54,86,46,91,341,5943
E6133,85,52,55,84,65,341,5944
E2374,46,99,60,65,71,341,5945
E0343,62,43,100,65,71,341,5946
E0307,50,85,64,48,94,341,5947
E5892,100,75,84,40,42,341,5948
E7034,55,74,66,68,78,341,5949
E0813,66,57,58,62,98,341,5950
E1800,43,80,78,57,83,341,5951
E0367,62,47,52,93,87,341,5952
E2634,69,55,58,98,61,341,5953
E0351,84,43,67,55,92,341,5954
E7110,76,57,93,75,40,341,5955
E3553,75,95,42,72,57,341,5956
E2202,56,74,83,48,80,341,5957
E4541,40,44,99,80,78,341,5958
E1532,92,82,41,77,49,341,5959
E8672,44,68,84,93,52,341,5960
E6207,72,99,61,40,69,341,5961
E4202,71,56,80,71,63,341,5962
E8318,58,68,66,69,80,341,5963
E5779,59,68,81,92,41,341,5964
E1266,48,90,57,99,47,341,5965
E1435,90,42,84,76,49,341,5966
E9283,62,79,75,64,61,341,5967
E4860,99,57,51,90,44,341,5968
E1095,66,87,40,68,80,341,5969
E0761,52,93,84,41,71,341,5970
E0075,50,80,61,52,98,341,5971
E4717,100,89,64,47,41,341,5972
E5468,89,43,41,81,87,341,5973
E3087,91,98,51,42,59,341,5974
E7646,92,58,55,79,57,341,5975
E3056,46,81,97,44,73,341,5976
E0448,50,46,97,82,66,341,5977
E3075,42,81,91,55,72,341,5978
E7716,47,41,92,100,61,341,5979
E1689,84,93,62,49,53,341,5980
E9875,53,94,62,40,92,341,5981
E7134,59,53,74,69,86,341,5982
E9204,44,54,72,99,72,341,5983
E2650,75,72,74,42,78,341,5984
E7146,75,70,73,65,58,341,5985
E7237,66,82,50,46,96,340,5986
E6496,57,94,61,50,78,340,5987
E1721,79,78,63,78,42,340,5988
E6488,80,70,83,46,61,340,5989
E0988,83,46,56,55,100,340,5990
E1121,62,51,54,90,83,340,5991
E6611,90,55,64,48,83,340,5992
